time [s],expiration [NA](/api/datatype/35/)
10127.8515625,23350
10132.0234375,23344
10138.1640625,23348
10142.0625,23360
10146.1328125,23365
10149.5390625,23354
10153.7109375,23368
10158.03125,23362
10161.890625,23373
10167.5703125,23160
10170.6953125,23334
10176.046875,23342
10179.6484375,23341
10182.5234375,23329
10184.6640625,23332
10187.734375,23330
10190.8125,23334
10193.7421875,23337
10196.8671875,23333
10200.0625,23334
10203.0,23334
10205.5625,23324
10208.140625,23304
10210.7421875,23326
10213.8203125,23327
10216.875,23329
10219.9140625,23330
10223.171875,23330
10225.9609375,23327
10228.9921875,23325
10232.234375,23336
10234.59375,23339
10237.5078125,23340
10240.28125,23310
10242.7265625,23311
10244.84375,23331
10247.828125,23320
10250.1171875,23321
10253.25,23320
10256.1328125,23326
10259.1796875,23329
10262.203125,23328
10265.203125,23330
10268.265625,23332
10271.171875,23332
10273.59375,23323
10276.8359375,23329
10279.84375,23332
10282.6015625,23317
10285.71875,23333
10289.046875,23335
10292.0390625,23335
10295.109375,23327
10298.1484375,23323
10301.0703125,23329
10303.3203125,23341
10306.4140625,23262
10309.453125,23268
10313.5625,23102
10318.0859375,23278
10320.484375,23263
10324.2578125,23282
10327.5,23263
10330.8984375,23291
10339.2890625,23270
10341.359375,23226
10344.9765625,23238
10352.2265625,23246
10356.375,23251
10362.640625,23267
10366.015625,23208
10373.015625,23250
10376.6875,23295
10380.1796875,23300
10383.3359375,23302
10387.46875,23299
10389.6953125,23333
10397.40625,23295
10401.2109375,23272
10404.140625,23291
10407.8984375,23288
10411.2890625,23294
10414.7421875,23280
10418.8203125,23275
10423.0703125,23281
10426.0625,23300
10429.6171875,23319
10433.109375,23282
10434.71875,23301
10437.71875,23261
10447.0078125,23322
10449.578125,23314
10451.9296875,23315
10454.328125,23313
10456.71875,23306
10462.4375,23308
10464.65625,23332
10466.875,23330
10469.3359375,23336
10472.2578125,23329
10474.9140625,23351
10478.2890625,23367
10482.7109375,23372
10485.3046875,23373
10488.03125,23366
10490.7890625,23333
10493.21875,23380
10496.0390625,23341
10499.015625,23335
10502.34375,23345
10505.09375,23344
10508.328125,23375
10511.7109375,23361
10514.953125,23373
10517.9296875,23371
10521.2421875,23374
10524.1796875,23375
10527.0546875,23372
10529.7578125,23361
10532.4375,23376
10534.8828125,23383
10537.34375,23382
10539.75,23366
10547.2578125,23397
10555.3984375,23404
10559.625,23386
10563.5078125,23389
10572.3359375,23401
10576.140625,23368
10579.1640625,23373
10584.875,23405
10588.8984375,23402
10591.671875,23399
10600.2109375,23373
10604.7421875,23395
10607.5,23382
10616.09375,23359
10624.203125,23383
10628.578125,23375
10631.203125,23379
10633.625,23381
10636.3828125,23382
10639.0859375,23385
10641.8828125,23385
10644.625,23385
10647.5078125,23375
10650.1171875,23380
10652.609375,23384
10658.7734375,23386
10661.6171875,23384
10664.2109375,23382
10666.984375,23379
10669.9453125,23382
10672.578125,23384
10675.3359375,23384
10678.1640625,23386
10680.9375,23396
10683.5546875,23351
10687.46875,23378
10689.7265625,23374
10691.8359375,23378
10693.953125,23378
10696.125,23379
10701.9375,23392
10704.8515625,23398
10706.890625,23391
10709.171875,23367
10713.265625,23385
10715.4453125,23385
10719.84375,23367
10724.890625,23390
10727.90625,23389
10730.9140625,23371
10734.8203125,23380
10738.5234375,23392
10742.9375,23399
10745.828125,23396
10750.9453125,23380
10753.9375,23389
10756.2734375,23391
10759.296875,23389
10761.8984375,23388
10764.7421875,23389
10767.0390625,23390
10769.640625,23394
10772.421875,23398
10775.4453125,23391
10778.1171875,23394
10780.671875,23388
10782.9921875,23385
10785.6171875,23392
10787.7265625,23377
10790.453125,23372
10795.15625,23224
10806.5703125,23396
10812.515625,23370
10816.515625,23370
10822.1953125,23369
10827.1171875,23369
10830.8984375,23364
10833.9921875,23363
10836.71875,23362
10839.1953125,23367
10846.09375,23375
10849.1796875,23373
10851.8984375,23378
10855.234375,23366
10860.1484375,23371
10870.0546875,23408
10873.8671875,23399
10877.09375,23388
10880.5234375,23391
10883.2421875,23376
10886.7421875,23383
10896.109375,23387
10904.75,23357
10908.46875,23367
10913.28125,23311
10923.140625,23331
10930.4609375,23339
10934.2109375,23332
10938.8359375,23259
10943.8671875,23387
10949.734375,23391
10955.5859375,23402
10962.3984375,23426
10978.71875,23373
10983.6796875,23399
10986.6796875,23400
10991.296875,23399
10995.515625,23383
11000.1640625,23397
11007.09375,23406
11010.84375,23391
11014.484375,23382
11021.1015625,23375
11027.96875,23376
11038.3359375,23401
11041.6484375,23402
11044.9375,23402
11048.0,23403
11051.2734375,23399
11054.5625,23399
11057.078125,23408
11061.34375,23388
11067.0390625,23395
11070.9765625,23395
11076.796875,23413
11085.0546875,23395
11094.3515625,23279
11101.8046875,23379
11104.890625,23393
11108.8671875,23392
11113.2734375,23359
11116.125,23379
11119.7890625,23399
11123.171875,23369
11124.8203125,23368
11128.921875,23360
11132.1953125,23369
11134.8359375,23366
11137.5546875,23362
11140.46875,23358
11142.9765625,23345
11145.4609375,23354
11147.8515625,23359
11150.4140625,23366
11152.7265625,23365
11155.34375,23369
11157.5390625,23355
11159.8125,23321
11162.21875,23369
11164.765625,23375
11166.84375,23368
11169.6171875,23374
11176.7890625,23397
11181.0234375,23384
11186.25,23391
11188.90625,23362
11191.953125,23361
11200.6796875,23365
11206.703125,23356
11211.3515625,23365
11214.0546875,23366
11219.78125,23352
11228.8359375,23377
11232.6796875,23354
11243.7890625,23344
11252.3203125,23379
11256.1015625,23367
11261.5390625,23364
11268.734375,23368
11278.0,23380
11281.84375,23389
11285.2421875,23367
11288.5234375,23373
11291.234375,23359
11296.515625,23374
11298.890625,23377
11300.7734375,23370
11304.6953125,23365
11308.03125,23353
11315.578125,23364
11325.3125,23337
11329.859375,23358
11335.4453125,23366
11342.6484375,23359
11348.7578125,23381
11352.515625,23348
11361.3828125,23382
11364.3828125,23366
11367.40625,23361
11372.25,23372
11375.3828125,23362
11378.375,23367
11380.703125,23360
11383.71875,23366
11386.484375,23371
11389.359375,23369
11391.0625,23364
11397.8046875,23367
11400.203125,23368
11402.5546875,23374
11404.859375,23339
11407.140625,23361
11409.5,23360
11414.921875,23341
11419.1640625,23356
11423.734375,23355
11432.578125,23363
11437.0078125,23358
11448.7734375,23373
11458.375,23354
11463.90625,23350
11472.9765625,23374
11476.328125,23374
11479.3046875,23372
11482.453125,23373
11485.65625,23369
11488.625,23370
11491.390625,23369
11494.1328125,23368
11497.453125,23206
11510.9921875,23350
11514.4609375,23355
11517.796875,23346
11521.984375,23353
11525.2265625,23356
11528.734375,23353
11531.2578125,23348
11533.84375,23349
11535.8984375,23350
11538.6484375,23314
11542.4765625,23347
11545.375,23352
11547.390625,23344
11550.1328125,23360
11554.28125,23363
11557.7265625,23351
11560.2890625,23348
11562.8671875,23312
11566.4765625,23349
11569.3984375,23353
11572.15625,23354
11574.859375,23351
11577.6015625,23357
11580.3984375,23358
11583.0390625,23358
11585.71875,23350
11588.3203125,23344
11590.6171875,23342
11593.1796875,23351
11595.6796875,23359
11597.4609375,23348
11601.109375,23381
11603.84375,23368
11606.984375,23374
11610.125,23363
11612.90625,23366
11615.6171875,23363
11618.28125,23363
11621.265625,23367
11623.984375,23370
11626.7890625,23370
11629.5390625,23368
11632.296875,23366
11634.765625,23309
11635.8671875,23319
11637.953125,23361
11642.1171875,23379
11646.7265625,23388
11652.3515625,23399
11655.65625,23390
11664.46875,23389
11669.1171875,23391
11671.9296875,23386
11673.96875,23362
11682.75,23382
11689.9296875,23376
11696.6328125,23407
11699.390625,23405
11705.6953125,23340
11708.1328125,23342
11710.65625,23346
11712.953125,23344
11715.6015625,23348
11717.9609375,23339
11720.1015625,23327
11722.203125,23335
11724.34375,23334
11731.3203125,23337
11734.515625,23331
11740.640625,23351
11743.09375,23347
11745.5234375,23343
11750.078125,23339
11753.4296875,23327
11758.0859375,23339
11767.046875,23335
11775.6640625,23322
11782.921875,23345
11789.1640625,23345
11791.84375,23337
11800.1015625,23326
11807.328125,23346
11811.953125,23352
11815.984375,23325
11822.140625,23351
11824.3125,23330
11827.1953125,23333
11829.21875,23333
11831.2734375,23335
11833.6875,23325
11836.9765625,23346
11839.65625,23346
11842.4296875,23344
11845.2890625,23344
11848.046875,23347
11850.7421875,23353
11853.1640625,23338
11855.8046875,23338
11858.2265625,23349
11860.5546875,23331
11862.53125,23324
11865.21875,23341
11869.2734375,23340
11876.5546875,23353
11881.4375,23337
11884.015625,23314
11889.5625,23314
11899.421875,23327
11906.0078125,23334
11912.453125,23220
11928.53125,23346
11935.28125,23321
11955.4609375,23298
11962.4765625,23306
11970.421875,23321
11977.1796875,23326
11988.359375,23324
11992.9296875,23323
11997.890625,23297
12005.0859375,23330
12010.5546875,23322
12019.6875,23320
12026.03125,23318
12031.9453125,23340
12035.0078125,23324
12040.3125,23317
12042.5859375,23314
12046.5,23153
12056.234375,23325
12063.4453125,23323
12065.8828125,23332
12071.8359375,23342
12075.6171875,23343
12078.6640625,23341
12081.15625,23340
12083.78125,23332
12086.21875,23330
12090.953125,23345
12094.3359375,23321
12098.9609375,23331
12102.1171875,23338
12107.4140625,23350
12110.28125,23345
12114.7890625,23336
12118.2890625,23334
12122.2734375,23276
12124.5625,23312
12127.203125,23330
12129.5390625,23299
12132.6640625,23288
12135.3203125,23331
12138.1640625,23307
12141.796875,23343
12148.875,23338
12157.484375,23338
12160.5390625,23329
12163.71875,23333
12166.8671875,23341
12170.421875,23168
12174.5703125,23339
12176.8828125,23340
12181.9609375,23331
12184.640625,23302
12187.8828125,23272
12191.390625,23301
12195.0078125,23333
12198.3984375,23298
12203.9453125,23307
12206.265625,23330
12210.4453125,23301
12215.421875,23336
12219.234375,23342
12223.453125,23343
12225.8828125,23338
12230.1484375,23339
12233.3125,23336
12236.8203125,23330
12239.3515625,23336
12242.6171875,23341
12246.2734375,23339
12249.4375,23339
12252.78125,23341
12255.6796875,23339
12259.1484375,23339
12263.2421875,23339
12266.34375,23341
12269.0625,23341
12272.171875,23341
12275.140625,23338
12277.90625,23340
12281.703125,23303
12285.125,23323
12293.9296875,23351
12297.078125,23345
12300.265625,23341
12302.0390625,23338
12304.6875,23333
12313.578125,23345
12315.8671875,23337
12325.7890625,23345
12327.578125,23333
12331.0546875,23305
12341.390625,23338
12350.6796875,23331
12353.15625,23301
12355.875,23321
12358.84375,23316
12361.4375,23316
12363.7578125,23330
12365.6171875,23317
12367.7578125,23329
12370.1875,23332
12375.09375,23328
12377.3046875,23334
12380.53125,23334
12383.703125,23336
12386.8984375,23333
12390.4375,23342
12394.0625,23336
12397.78125,23341
12401.046875,23342
12404.140625,23321
12407.1875,23334
12410.4375,23335
12413.4375,23335
12416.9375,23337
12420.21875,23338
12423.453125,23339
12426.625,23337
12429.734375,23316
12432.6328125,23327
12435.6875,23329
12438.921875,23335
12442.2578125,23331
12445.84375,23336
12449.5,23337
12452.7890625,23334
12456.1328125,23318
12459.3359375,23328
12462.421875,23330
12465.921875,23329
12469.0625,23329
12472.3984375,23330
12475.40625,23318
12477.7265625,23325
12480.6484375,23326
12483.6328125,23324
12486.9921875,23329
12490.375,23331
12493.4765625,23332
12497.0234375,23331
12500.3359375,23330
12503.640625,23330
12506.875,23332
12510.15625,23330
12513.6328125,23330
12517.0859375,23330
12520.34375,23328
12523.421875,23329
12526.6484375,23329
12529.75,23330
12533.3046875,23332
12536.515625,23329
12539.8203125,23331
12543.0390625,23329
12545.625,23313
12548.5625,23329
12551.609375,23331
12553.7578125,23320
12558.0078125,23323
12561.296875,23327
12564.53125,23327
12567.6328125,23328
12570.625,23330
12573.6171875,23330
12576.59375,23331
12579.7109375,23331
12582.109375,23301
12586.0703125,23160
12601.6875,23330
12605.046875,23328
12608.6953125,23325
12612.3359375,23321
12615.84375,23323
12619.1015625,23326
12622.15625,23321
12625.921875,23326
12629.515625,23326
12632.828125,23328
12636.328125,23327
12639.40625,23327
12642.75,23323
12646.390625,23325
12649.5859375,23328
12652.8828125,23327
12655.625,23324
12658.7734375,23327
12662.1171875,23322
12665.4453125,23323
12668.8671875,23325
12672.296875,23327
12675.9609375,23323
12679.2265625,23326
12682.296875,23323
12685.40625,23324
12688.4765625,23324
12691.671875,23322
12694.78125,23322
12698.0078125,23321
12701.2109375,23323
12704.5546875,23318
12707.78125,23325
12711.1484375,23324
12714.2734375,23323
12717.265625,23323
12720.40625,23323
12723.5546875,23321
12726.78125,23323
12730.1328125,23324
12733.390625,23326
12736.9296875,23322
12740.3359375,23325
12744.140625,23326
12747.5546875,23325
12750.890625,23324
12754.1328125,23327
12757.28125,23322
12760.25,23322
12763.03125,23322
12765.8828125,23322
12768.9296875,23321
12771.2578125,23316
12774.3359375,23318
12777.859375,23321
12781.2578125,23299
12784.3359375,23302
12787.296875,23315
12790.59375,23318
12793.4453125,23278
12796.1796875,23317
12798.609375,23318
12801.8671875,23327
12805.4765625,23325
12808.6484375,23330
12811.84375,23327
12815.078125,23329
12818.390625,23325
12821.5546875,23322
12824.8046875,23323
12827.6484375,23324
12831.0859375,23323
12833.84375,23269
12837.890625,23282
12840.859375,23279
12842.6875,23324
12845.34375,23335
12848.7109375,23334
12851.796875,23337
12854.4296875,23342
12857.296875,23334
12860.1953125,23337
12863.5859375,23288
12867.53125,23285
12870.0546875,23309
12876.4140625,23170
12890.6015625,23326
12897.90625,23305
12901.015625,23321
12904.7890625,23323
12908.6796875,23318
12913.796875,23315
12916.921875,23322
12920.1015625,23325
12923.2578125,23317
12926.921875,23320
12930.7578125,23314
12934.3984375,23309
12937.7890625,23268
12940.328125,23308
12942.359375,23274
12945.046875,23304
12946.8046875,23317
12948.2890625,23322
12950.078125,23338
12952.125,23320
12953.125,23290
12954.5859375,23327
12955.234375,23312
12957.28125,23344
12959.0546875,23299
12961.1953125,23314
12963.3515625,23312
12965.8359375,23312
12968.0390625,23291
12969.8125,23369
12972.3203125,23350
12973.828125,23363
12975.8515625,23382
12978.3984375,23387
12980.671875,23388
12983.21875,23388
12986.2109375,23384
12989.2734375,23385
12992.03125,23382
12994.8671875,23388
12997.7265625,23384
13000.5234375,23386
13003.5078125,23382
13006.0234375,23385
13008.953125,23384
13011.8828125,23385
13014.7734375,23386
13017.75,23386
13020.4453125,23386
13023.984375,23370
13026.71875,23345
13030.734375,23342
13040.0546875,23346
13042.75,23339
13052.53125,23294
13057.3125,23329
13061.453125,23339
13064.3515625,23345
13067.5390625,23349
13070.5,23349
13075.0390625,23316
13079.328125,23354
13082.359375,23364
13084.8671875,23378
13087.4375,23385
13090.453125,23388
13093.578125,23389
13096.5625,23391
13099.4140625,23390
13102.3125,23392
13105.1953125,23394
13108.34375,23390
13111.421875,23317
13113.9140625,23343
13116.2890625,23351
13118.84375,23348
13121.3203125,23351
13123.7421875,23350
13126.0859375,23355
13128.5390625,23350
13130.8671875,23357
13133.546875,23351
13136.0078125,23351
13138.3828125,23348
13140.9375,23356
13143.421875,23357
13145.8828125,23361
13148.1953125,23359
13150.7890625,23363
13153.7421875,23364
13156.40625,23366
13158.53125,23383
13161.3671875,23381
13163.65625,23378
13166.3046875,23381
13169.1015625,23383
13171.71875,23377
13174.203125,23377
13176.7890625,23365
13179.1484375,23369
13181.796875,23365
13184.171875,23373
13186.515625,23368
13189.0,23367
13191.6328125,23372
13193.8359375,23373
13196.3046875,23368
13198.640625,23369
13201.0859375,23372
13203.703125,23374
13206.328125,23370
13208.7578125,23380
13211.234375,23370
13213.953125,23371
13216.1484375,23372
13218.5546875,23368
13220.8984375,23369
13223.5,23371
13225.953125,23368
13228.3984375,23366
13230.828125,23379
13233.5546875,23377
13236.140625,23372
13239.1796875,23380
13241.390625,23385
13244.6015625,23387
13247.5,23392
13249.71875,23371
13252.03125,23370
13254.9375,23374
13257.4296875,23372
13259.859375,23376
13262.3125,23379
13265.0546875,23370
13267.5546875,23372
13270.0078125,23375
13272.3671875,23382
13275.7890625,23379
13278.046875,23370
13280.7421875,23375
13283.453125,23378
13285.984375,23375
13288.8125,23380
13291.7421875,23385
13294.78125,23381
13297.4453125,23378
13300.0546875,23381
13302.75,23375
13304.9140625,23388
13306.25,23390
13311.890625,23375
13314.0390625,23378
13316.8203125,23372
13319.34375,23370
13321.6015625,23370
13324.140625,23374
13326.9140625,23368
13328.9296875,23364
13331.5,23370
13333.9609375,23350
13336.5546875,23028
13341.4375,23158
13345.71875,23150
13349.375,23132
13353.7578125,23141
13356.703125,23134
13360.2578125,23136
13363.9453125,23120
13367.1015625,23131
13370.4296875,23105
13377.453125,23137
13380.7421875,23134
13384.0625,23139
13386.5390625,23134
13390.109375,23139
13393.7734375,23275
13397.703125,23220
13410.53125,23288
13416.6953125,23282
13421.609375,23282
13429.4765625,23162
13437.703125,23319
13443.9609375,23228
13448.625,23253
13456.7734375,23287
13465.4609375,23288
13468.7578125,23328
13475.0390625,23325
13482.140625,23335
13488.6796875,23306
13491.796875,23284
13501.46875,23135
13521.265625,23315
13540.4453125,23302
13544.6015625,23278
13549.8046875,23300
13558.515625,23195
13570.53125,23319
13581.484375,23331
13590.328125,23343
13598.4375,23352
13605.3671875,23360
13609.40625,23349
13613.0859375,23337
13616.1015625,23372
13618.6953125,23367
13621.0546875,23375
13625.2421875,23316
13629.3125,23298
13632.4140625,23308
13637.90625,23233
13641.40625,23274
13643.6015625,23256
13646.0390625,23285
13653.2421875,23364
13660.640625,23350
13664.6640625,23371
13667.265625,23385
13670.8046875,23314
13673.625,23367
13676.1640625,23394
13678.5078125,23410
13682.3671875,23221
13686.265625,23378
13688.7421875,23394
13691.09375,23403
13694.4296875,23407
13696.8984375,23413
13699.4296875,23410
13702.1328125,23409
13704.328125,23401
13706.734375,23405
13708.859375,23419
13711.2890625,23402
13713.390625,23410
13715.84375,23419
13718.1640625,23412
13720.8671875,23376
13723.03125,23409
13725.21875,23415
13728.3515625,23407
13730.9375,23413
13733.453125,23410
13738.65625,23430
13741.0625,23420
13743.40625,23426
13746.03125,23303
13748.765625,23322
13750.2265625,23303
13752.8828125,23276
13755.46875,23285
13758.328125,23306
13761.4375,23300
13764.78125,23193
13767.7734375,23233
13770.609375,23236
13773.65625,23232
13776.7109375,23244
13779.46875,23242
13782.4296875,23237
13785.40625,23232
13788.171875,23224
13791.25,23225
13794.5234375,23220
13797.3359375,23224
13800.1171875,23221
13802.828125,23218
13814.859375,23249
13818.296875,23212
13821.2578125,23241
13824.3203125,23234
13828.2734375,23249
13831.3203125,23240
13834.1484375,23243
13838.1875,23260
13842.46875,23263
13846.1328125,23245
13849.3046875,23237
13852.671875,23255
13856.515625,23238
13859.9921875,23239
13862.78125,23237
13865.75,23238
13869.9375,23252
13873.1015625,23241
13876.453125,23240
13881.28125,23242
13884.65625,23242
13887.8984375,23254
13898.2265625,23262
13900.78125,23196
13907.140625,23322
13915.5625,23319
13918.375,23309
13924.828125,23147
13939.9765625,23332
13942.609375,23330
13947.9765625,23327
13950.625,23325
13953.1875,23330
13956.359375,23314
13959.578125,23316
13962.375,23321
13965.59375,23320
13968.96875,23325
13972.203125,23309
13976.796875,23325
13980.421875,23314
13983.375,23326
13987.2109375,23324
13990.53125,23323
13993.8203125,23321
13997.1953125,23314
14000.734375,23309
14003.796875,23317
14007.5,23315
14010.1015625,23317
14013.484375,23331
14017.4140625,23330
14020.578125,23332
14024.0390625,23333
14027.7578125,23330
14031.6171875,23333
14035.1875,23332
14038.5,23332
14041.6640625,23331
14045.25,23330
14048.5,23330
14051.90625,23331
14055.9453125,23330
14060.015625,23328
14063.5859375,23325
14067.0546875,23324
14070.8125,23324
14074.2421875,23327
14077.375,23327
14080.8125,23324
14083.6875,23329
14086.796875,23328
14091.40625,23328
14094.09375,23325
14098.640625,23154
14104.2578125,23317
14107.34375,23327
14115.84375,23340
14119.140625,23320
14126.71875,23292
14131.9140625,23332
14135.703125,23327
14139.390625,23328
14143.40625,23325
14146.734375,23323
14150.3984375,23323
14153.8984375,23323
14157.328125,23324
14160.4921875,23323
14163.6484375,23320
14166.6875,23317
14170.03125,23330
14173.0546875,23323
14175.7421875,23317
14178.703125,23324
14181.3984375,23325
14184.6875,23303
14191.890625,23279
14197.6171875,23294
14202.1640625,23297
14205.0703125,23282
14212.015625,23292
14220.515625,23300
14231.390625,23285
14241.25,23282
14256.0234375,23288
14261.765625,23277
14273.546875,23340
14282.8203125,23265
14289.703125,23289
14300.84375,23361
14304.859375,23305
14318.6640625,23304
14329.7421875,23334
14338.1328125,23322
14345.9453125,23311
14358.5546875,23350
14362.6953125,23303
14378.203125,23328
14384.203125,23284
14398.453125,23306
14402.7265625,23258
14406.3671875,23246
14409.6171875,23235
14413.2109375,23256
14416.765625,23161
14419.4921875,23360
14421.3203125,23387
14423.3515625,23374
14426.1015625,23163
14433.4375,23181
14438.0546875,23388
14444.3671875,23251
14446.546875,23198
14450.234375,23221
14453.03125,23219
14455.8203125,23211
14458.6171875,23218
14461.3046875,23222
14463.640625,23242
14466.7734375,23325
14469.515625,23330
14472.3125,23324
14475.4140625,23319
14478.4765625,23332
14481.7265625,23326
14485.625,23309
14489.125,23326
14492.359375,23327
14495.359375,23329
14499.140625,23325
14502.0703125,23322
14505.125,23324
14508.7421875,23321
14511.6015625,23278
14522.1796875,23148
14528.6484375,23265
14530.890625,23264
14537.75,23283
14543.4921875,23304
14548.8515625,23302
14558.1640625,23306
14568.1796875,23360
14572.09375,23273
14576.3515625,23276
14591.703125,23261
14596.2578125,23259
14609.2109375,23317
14619.359375,23399
14623.5390625,23340
14630.0546875,23252
14644.1328125,23334
14656.4609375,23270
14662.1875,23272
14669.734375,23256
14675.75,23212
14693.3515625,23304
14700.9453125,23292
14710.953125,23270
14722.421875,23284
14735.1015625,23268
14743.6953125,23287
14752.265625,23261
14762.015625,23263
14774.296875,23282
14783.4140625,23207
14794.3359375,23236
14807.328125,23242
14829.453125,23209
14841.9921875,23120
14846.0234375,23240
14853.515625,23218
14864.1015625,23273
14873.046875,23218
14884.734375,23282
14891.6953125,23245
14897.6171875,23217
14909.171875,23307
14912.6171875,23335
14916.0546875,23304
14919.2421875,23305
14922.25,23306
14925.3125,23304
14928.4765625,23310
14931.5859375,23310
14934.7734375,23310
14938.015625,23311
14940.828125,23314
14943.625,23307
14946.71875,23301
14950.1015625,23311
14953.03125,23306
14955.859375,23311
14958.015625,23287
14962.7421875,23303
14970.34375,23300
14974.0234375,23287
14977.8125,23309
14980.6796875,23308
14983.515625,23303
14985.8984375,23272
14990.2265625,23280
14992.8515625,23294
14995.59375,23298
14998.0390625,23269
15003.8359375,23260
15010.0234375,23268
15013.0625,23274
15016.15625,23281
15018.6328125,23297
15021.171875,23301
15023.7890625,23303
15026.171875,23306
15028.53125,23306
15030.921875,23303
15033.3515625,23308
15036.2890625,23307
15039.078125,23303
15041.9609375,23312
15044.3125,23316
15045.6953125,23287
15053.921875,23258
15056.4375,23285
15058.9375,23299
15061.7421875,23267
15065.7109375,23253
15069.1953125,23270
15073.21875,23273
15076.0859375,23298
15081.3203125,23255
15082.9140625,23251
15089.765625,23287
15092.0546875,23299
15095.3203125,23296
15097.9609375,23303
15101.046875,23263
15110.53125,23292
15114.4765625,23288
15117.8671875,23281
15120.59375,23293
15123.3984375,23299
15126.0703125,23298
15128.671875,23299
15131.28125,23304
15134.0234375,23310
15137.0234375,23288
15140.3515625,23279
15143.1640625,23281
15146.078125,23287
15149.2890625,23270
15155.0234375,23295
15158.1484375,23305
15160.9296875,23307
15163.71875,23295
15166.140625,23305
15168.609375,23304
15171.25,23308
15173.7265625,23310
15176.03125,23309
15178.515625,23306
15180.9140625,23305
15183.5625,23305
15185.9765625,23305
15188.3203125,23301
15190.5703125,23306
15192.859375,23309
15195.0625,23310
15197.2890625,23306
15199.4296875,23307
15201.890625,23310
15204.15625,23305
15206.3984375,23312
15208.6640625,23320
15210.9140625,23303
15213.25,23297
15215.5703125,23307
15218.1484375,23309
15220.640625,23310
15223.234375,23300
15225.96875,23302
15228.8046875,23305
15231.28125,23302
15233.59375,23301
15235.9453125,23306
15238.1875,23306
15240.625,23306
15243.90625,23300
15246.4921875,23303
15248.9140625,23309
15251.3046875,23304
15253.8046875,23315
15256.90625,23318
15259.5859375,23313
15262.25,23313
15265.25,23315
15267.78125,23303
15271.5390625,23289
15275.203125,23307
15278.40625,23323
15283.1171875,23313
15286.3203125,23310
15288.9140625,23303
15291.921875,23299
15294.5,23310
15297.1953125,23309
15299.765625,23312
15302.2734375,23314
15304.5859375,23316
15307.1875,23311
15309.8984375,23313
15312.671875,23312
15315.5703125,23308
15318.1015625,23316
15320.5,23317
15322.9765625,23314
15325.359375,23317
15328.046875,23319
15330.5625,23319
15332.984375,23319
15335.4375,23319
15337.78125,23316
15341.4296875,23314
15344.4765625,23314
15347.1171875,23315
15350.21875,23311
15352.6328125,23315
15355.09375,23313
15357.8203125,23312
15360.390625,23316
15363.015625,23318
15365.921875,23311
15368.9140625,23296
15371.8984375,23316
15374.96875,23324
15378.3515625,23328
15381.4140625,23320
15384.5625,23317
15387.640625,23241
15390.828125,23318
15393.7578125,23317
15397.3046875,23318
15401.3125,23323
15404.9453125,23318
15408.140625,23321
15412.21875,23328
15415.859375,23323
15419.625,23320
15422.6796875,23312
15425.65625,23320
15428.9375,23326
15432.5078125,23328
15436.1640625,23323
15439.265625,23326
15442.359375,23321
15445.0546875,23323
15448.015625,23320
15450.6328125,23322
15453.296875,23319
15456.2421875,23317
15459.375,23320
15462.4765625,23320
15465.515625,23324
15468.46875,23321
15471.6015625,23322
15474.6484375,23320
15477.640625,23320
15480.6953125,23319
15483.828125,23319
15486.78125,23316
15490.046875,23319
15493.1328125,23316
15496.2734375,23314
15499.0078125,23314
15502.03125,23311
15505.28125,23306
15508.1328125,23324
15511.4296875,23323
15514.4921875,23318
15517.7109375,23315
15521.21875,23315
15524.4140625,23321
15527.4921875,23320
15530.59375,23318
15533.5234375,23320
15536.3046875,23321
15539.046875,23301
15542.6015625,23294
15545.9296875,23297
15549.1484375,23293
15552.703125,23295
15556.234375,23294
15559.75,23294
15563.015625,23295
15565.5546875,23291
15568.2578125,23298
15574.375,23324
15577.203125,23325
15580.171875,23321
15583.453125,23318
15586.6484375,23319
15589.640625,23320
15592.8046875,23316
15596.015625,23317
15599.1796875,23316
15602.3828125,23307
15605.15625,23309
15608.5390625,23313
15612.1015625,23306
15615.4375,23314
15618.4140625,23309
15621.375,23314
15624.796875,23315
15628.2421875,23318
15631.8203125,23312
15635.3046875,23314
15638.4921875,23292
15641.6875,23273
15645.6953125,23283
15653.234375,23221
15661.5078125,23279
15670.0,23293
15677.4375,23179
15679.90625,23121
15690.1640625,23192
15694.671875,23177
15705.734375,23151
15714.4453125,23208
15718.40625,23215
15721.609375,23219
15724.8359375,23227
15728.5859375,23212
15733.3046875,23216
15737.3125,23218
15741.3671875,23210
15746.34375,23200
15751.0234375,23214
15755.2265625,23201
15765.3984375,23210
15769.53125,23203
15774.3046875,23224
15778.3203125,23226
15781.6171875,23220
15784.9453125,23220
15789.0546875,23197
15792.8359375,23208
15796.734375,23212
15800.3203125,23285
15805.3984375,23158
15812.0078125,23284
15814.9296875,23215
15817.53125,23210
15819.7890625,23245
15823.859375,23248
15825.9296875,23265
15829.9609375,23358
15832.4765625,23367
15834.328125,23394
15836.4296875,23403
15839.15625,23401
15841.890625,23401
15845.109375,23398
15848.5703125,23347
15850.6015625,23312
15852.296875,23329
15854.1953125,23339
15856.1484375,23335
15858.7421875,23310
15862.328125,23328
15865.6015625,23310
15867.59375,23342
15869.8671875,23395
15873.1171875,23395
15876.59375,23396
15880.1640625,23395
15883.0078125,23361
15886.3359375,23397
15889.8046875,23398
15892.921875,23399
15895.875,23395
15898.7109375,23394
15901.5234375,23393
15904.5703125,23395
15907.5859375,23393
15910.4140625,23397
